번호,사업자명,대표,업종,지역,유효기간 만료일,홈페이지
4615,대양에너지,전대석,도매및소매업,경기 이천시,2018-01-24,
4616,주식회사 다올목재,장일흥,도매및소매업,인천 부평구,2018-01-25,
4617,주식회사 한국특수스틸,황수백,도매및소매업,서울 강서구,2018-01-25,
4618,금강기업,임중묵,제조업,대구 북구,2018-01-25,
4619,(주)디자인피드,김동훈,제조업,서울 구로구,2018-01-25,
4620,테크프러스,정지웅,사업서비스업,서울 서초구,2018-01-25,
4621,(주)가네트,안계복,건설업,경남 양산시,2018-01-25,
4622,서진휴먼텍주식회사,이광순,사업서비스업,서울 서초구,2018-01-25,
4623,(주)메탈금척,이철호,제조업,대구 북구,2018-01-25,
4624,한도식품(주),김석호,제조업,경북 영천시,2018-01-25,
4625,삼성분말야금주식회사,임순자,제조업,대구 달성군,2018-01-25,
4626,(주)제일데코,이광희,제조업,서울 동대문구,2018-01-25,
4627,(주)태경산업,장순철,제조업,경북 포항시,2018-01-25,
4628,평화산업사,박만기,제조업,대구 달성군,2018-01-25,
4629,(주)유피앤아이,김기업,제조업,서울 동대문구,2018-01-25,
4630,유성씨앤에프(주),황호진,제조업,강원 원주시,2018-01-26,
4631,새롬산업,강옥희,제조업,광주 광산구,2018-01-26,
4632,일메테크(주),김대성,건설업,경기 수원시,2018-01-27,
4633,정우금속(주),유명준,도매및소매업,경기 화성시,2018-01-27,
4634,(주)피앤알,양재우,제조업,경기 시흥시,2018-01-27,
4635,(주)동성진흥,"김한주, 김득연",제조업,서울 영등포구,2018-01-27,
4636,(주)마이크로필터,정휘철,제조업,충북 진천군,2018-01-27,
4637,다움개발파인드팩토리주식회사,라인규,기타,경기 화성시,2018-01-27,
4638,(주)세븐캅,최광호,사업서비스업,충북 청주시,2018-01-27,
4639,(주)세움,김근중,제조업,경기 안성시,2018-01-27,
4640,주식회사바로건설,김용학,건설업,경기 부천시,2018-01-27,
4641,(주)정우상사,박준우,도매및소매업,경기 군포시,2018-01-27,
4642,(주)대성이엔지,이상훈,건설업,충북 청주시,2018-01-27,
4643,다인비엠씨(주),최광호,사업서비스업,대전 중구,2018-01-27,
4644,브이케이테크(주),송근한,제조업,대전 유성구,2018-01-27,
4645,(주)유진아이엔비,정요한,건설업,경기 안산시,2018-01-27,
4646,대전콘크리트(주),김기주,제조업,대전 중구,2018-01-27,
4647,백광에스티스틸(주),백 화 현,제조업,경기 김포시,2018-01-27,
4648,농업회사법인(주)장안농장,류근모,도매및소매업,충북 충주시,2018-01-27,
4649,(주)도담아이,조용문,제조업,서울 강남구,2018-01-27,
4650,(주)씨티비지니스,김경희,사업서비스업,대전 유성구,2018-01-27,
4651,(주)인커뮤니케이션즈,윤상적,제조업,대전 서구,2018-01-27,
4652,(주)원평종합건설,김송주,건설업,대전 대덕구,2018-01-27,
4653,대호에스텍(주),이동재,도매및소매업,경기 시흥시,2018-01-27,
4654,(주)캐스터,김석,제조업,경기 남양주시,2018-01-28,
4655,두송건설주식회사,송명근,건설업,서울 서초구,2018-01-28,
4656,주식회사 애드샵컴퍼니,"김성환, 성우제",제조업,서울 성동구,2018-01-28,
4657,(주)티지에스아이,박내용,도매및소매업,서울 구로구,2018-01-28,
4658,(주)에이씨앤티시스템,권태상,제조업,경기 안양시,2018-01-28,
4659,(주)아너스팜코리아,류지천,도매및소매업,서울 강남구,2018-01-28,
4660,(주)쌍마산업,심상용,제조업,충남 공주시,2018-01-28,
4661,(주)맥스피컴퍼니,안혁,제조업,서울 관악구,2018-01-28,
4662,(주)미래에이비엠,조삼수,사업서비스업,서울 강남구,2018-01-28,
4663,엠큐네트웍스 주식회사,김이근,도매및소매업,서울 강남구,2018-01-28,
4664,홍천한우프라자,이해린,제조업,강원 홍천군,2018-01-28,
4665,초록랜드(주),유명지,제조업,경남 창원시,2018-01-29,
4666,주식회사 코믹스,양호승,사업서비스업,광주 남구,2018-01-29,
4667,유안약품주식회사,조기요,도매및소매업,광주 동구,2018-01-29,
4668,(주)해강스틸,이진아,제조업,인천 서구,2018-01-29,
4669,거원산업(주),남영옥,제조업,울산 울주군,2018-01-29,
4670,(주)오알켐,이재현,제조업,경기 시흥시,2018-01-30,
4671,리더스경영컨설팅(주),김민선,사업서비스업,서울 강남구,2018-01-31,
4672,주식회사 페스텍,유상훈,제조업,서울 금천구,2018-01-31,
4673,(주)에스엔아이솔루션,이상훈,사업서비스업,서울 성북구,2018-01-31,
4674,주식회사 배관제일,배용근,도매및소매업,대구 달서구,2018-02-01,
4675,(주)웰팜,최규황,도매및소매업,경기 부천시,2018-02-15,
4676,(주)신안정보통신,"주을목 , 주기철",건설업,경기 군포시,2018-02-01,
4677,한국쇼트산업,김정훈,제조업,경기 안산시,2018-02-01,
4678,세경금속(주),한상진,도매및소매업,경기 시흥시,2018-02-01,
4679,(주)영신유압,맹성호,제조업,경기 화성시,2018-02-01,
4680,(주)케이뉴,김진국,제조업,경기 안산시,2018-02-01,
4681,(주)동방이엠티,나경욱,제조업,경북 고령군,2018-02-01,
4682,주식회사JID,김완준,건설업,대구 남구,2018-02-01,
4683,성림영농조합법인,박 점 련,제조업,전남 무안군,2018-02-01,
4684,(주)호원이엔지,최용수,도매및소매업,경기 포천시,2018-02-01,
4685,(주)평원종합건설,강재진,건설업,경기 안양시,2018-02-01,
4686,주식회사앤제이컴퍼니,주남진,도매및소매업,경기 광명시,2018-01-25,
4687,(주)보명이앤씨,송승훈,제조업,경기 군포시,2018-02-01,
4688,(주)동아엘티디,김영미,제조업,부산 사하구,2018-02-01,
4689,(주)동아수산,박병훈,제조업,경기 광주시,2018-02-01,
4690,(주)삼부포리마,권수진,제조업,경기 안양시,2018-02-01,
4691,(주)대광에이치엠,윤연주,기타,인천 부평구,2018-02-02,
4692,(주)대일하이텍,박상규,제조업,전북 고창군,2018-02-02,
4693,주식회사 엠에스,고용배,제조업,전남 여수시,2018-02-02,
4694,(주)동양아이텔,황일신,건설업,서울 금천구,2018-02-03,
4695,(주)신한코리아,김한철,제조업,서울 영등포구,2018-02-03,
4696,(주)동림종합조경,강상섭,건설업,서울 강서구,2018-02-03,
4697,(주)구일일무인경비시스템,박종철,사업서비스업,서울 노원구,2018-02-03,
4698,오행종합개발(주),최영옥,사업서비스업,서울 구로구,2018-02-03,
4699,(주)코리아실크로드,곽노명,도매및소매업,서울 구로구,2018-02-03,
4700,(주)세일특수강,이상복,제조업,전북 정읍시,2018-02-03,
4701,주식회사 정우에스엔티,김도건,기타,서울 광진구,2018-02-03,
4702,현대아이텍,김청호,제조업,서울 종로구,2018-02-03,
4703,(주)필라테크,박동현,도매및소매업,서울 강남구,2018-02-03,
4704,(주)아이씨디,이승호,제조업,경기 안성시,2018-02-04,
4705,(주)선진이엔지,주재선,제조업,충남 천안시,2018-02-04,
4706,주식회사 청수엔지니어링,이상욱,건설업,경기 구리시,2018-02-04,
4707,(주)디.아이환경,홍남표,사업서비스업,서울 양천구,2018-02-04,
4708,(주)제이티에스,오연희,제조업,부산 사상구,2018-02-04,
4709,정석티엠에스 주식회사,김영선,건설업,서울 강동구,2018-02-05,
4710,대우상사,백인선,도매및소매업,경남 김해시,2018-02-05,
4711,(주)유성기전,최선미,제조업,대구 달성군,2018-02-05,
4712,(주)그린바드,박창석,도매및소매업,대구 달서구,2018-02-05,
4713,전진교역(주),이강수,도매및소매업,인천 계양구,2018-02-05,
4714,제일씨엠 주식회사,정상희,제조업,부산 영도구,2018-02-05,
4715,(주)비엘에스,안홍서,도매및소매업,서울 성동구,2018-02-07,
4716,(주)소프트허브,권문선,사업서비스업,서울 강남구,2018-02-08,
4717,(주)휴먼피엠씨,허신명,사업서비스업,서울 구로구,2018-02-08,
4718,주식회사진,정진년,제조업,경북 경산시,2018-02-09,
4719,마루물류,이준수,운수업,충북 단양군,2018-02-09,
4720,(주)코마스텍,이상호,제조업,울산 울주군,2018-02-09,
4721,(주)한성알미늄,이정흔,제조업,대구 달서구,2018-02-09,
4722,(주)국원,박명호,기타,충북 제천시,2018-02-09,
4723,(주)일진,배성산,사업서비스업,충북 충주시,2018-02-09,
4724,주식회사 다원,박종득,제조업,충북 옥천군,2018-02-09,
4725,(주)제일,이증희,제조업,충북 음성군,2018-02-09,
4726,주식회사 새영테크,임숙자,제조업,경기 시흥시,2018-02-10,
4727,(주)청수식품,"곽재섭,강종원",제조업,경기 안성시,2018-02-10,
4728,세이프존,오충곤,제조업,경기 하남시,2018-02-10,
4729,주식회사이모티브시앤시,정진훈,건설업,경기 안양시,2018-02-10,
4730,금원엔지니어링(주),박기열,제조업,전남 보성군,2018-02-10,
4731,(주)케어팜,윤희권,제조업,경기 안산시,2017-12-22,
4732,동백상사,우연자,기타,부산 기장군,2018-02-10,
4733,주식회사 트라콤,홍주형,제조업,경기 안양시,2018-02-10,
4734,(주)에프엘솔루션,서윤수,제조업,경기 안산시,2018-02-10,
4735,(주) 다즐,이기범,제조업,경기 김포시,2018-02-10,
4736,삼부금속(주),송의준,도매및소매업,경기 광주시,2018-02-10,
4737,(주)선진텔레콤,홍동영,건설업,부산 남구,2018-02-10,
4738,(주) 두원메디텍,이경옥,제조업,경기 용인시,2018-02-10,
4739,(주)리텍,이형규,제조업,경기 화성시,2018-02-10,
4740,(주)토탈정공,황귀현,제조업,부산 강서구,2018-02-10,
4741,(주)디지탈뱅크,김과한,제조업,경기 군포시,2018-02-10,
4742,AMT,김홍순,제조업,경기 광주시,2018-02-10,
4743,녹십자수의약품 주식회사,김승목,제조업,충남 예산군,2018-02-11,
4744,(주)강남캐피탈대부,지흥진,금융및보험업,서울 강남구,2018-02-11,
4745,(주)젠피아,정진오,제조업,서울 강남구,2018-02-11,
4746,대광그래픽스,모종근,제조업,서울 중구,2018-02-11,
4747,(주) 엠더블유스토리,유대걸,도매및소매업,서울 성북구,2018-02-11,
4748,에프앤피이엔지,김용구,건설업,서울 성동구,2018-02-11,
4749,디자인유스,현하철,제조업,제주 제주시,2018-02-12,
4750,(주)FA플러스,"허문주,장기두",제조업,경기 부천시,2018-02-12,
4751,프린테크케이알,임종두,제조업,인천 남동구,2018-02-12,
4752,(주)에스테르,박광재,제조업,인천 남동구,2018-02-12,
4753,(주)시티오브테크,황익현,제조업,경기 안성시,2018-02-12,
4754,(주)프린테크엘피엠,임형택,제조업,인천 남동구,2018-02-12,
4755,미광인더스트리(주),김상직,제조업,경기 화성시,2018-02-12,
4756,(주)투엠에스엘,이주남,사업서비스업,서울 도봉구,2018-02-13,
4757,(주)도움플러스,김덕수,사업서비스업,충북 괴산군,2018-02-13,
4758,(주)태경일렉트릭존,김경태,건설업,서울 금천구,2018-02-13,
4759,(주)엘앤디코리아,조광섭,도매및소매업,서울 강서구,2018-02-15,
4760,송원벤드,신병탁,제조업,부산 강서구,2018-02-15,
4761,제일윈텍 주식회사,박찬식,제조업,경북 구미시,2018-02-15,
4762,(주)더쿠커스,이의종,도매및소매업,서울 서초구,2018-02-15,
4763,(주)세미어패럴,김택상,제조업,서울 영등포구,2018-02-15,
4764,하이머신주식회사,구서영,도매및소매업,대구 달서구,2018-02-15,
4765,(주)제트코,김한희,도매및소매업,서울 강남구,2018-02-15,
4766,위성종합건설(주),배수현,건설업,서울 송파구,2018-02-15,
4767,(주)부원인더스트리,주우석,도매및소매업,부산 해운대구,2018-02-15,
4768,(유)태신,안상준,제조업,전남 영암군,2018-02-15,
4769,디에이치일렉트로닉스(주),황의선,제조업,경기 화성시,2018-02-16,
4770,보성금속,박창배,제조업,경기 남양주시,2018-02-16,
4771,삼우스텐(주),김영배,제조업,경기 김포시,2018-02-16,
4772,대일강업(주),오정택,제조업,경기 시흥시,2018-02-16,
4773,용성건설기계,김용옥,제조업,경기 화성시,2018-02-16,
4774,(주)케이제이코리아,나연주,제조업,경기 안산시,2018-02-16,
4775,청소용품나라,김영목,사업서비스업,경기 수원시,2018-02-16,
4776,두양텍(주),김길수,제조업,경기 화성시,2018-02-16,
4777,주식회사 아이닷비,이정석,도매및소매업,경기 파주시,2018-02-16,
4778,(주)현대사,박원범,제조업,부산 기장군,2018-02-17,
4779,(주)한텍시스템,박봉진,도매및소매업,부산 해운대구,2018-02-17,
4780,거산정밀,김정수,제조업,인천 남구,2018-02-18,
4781,농업회사법인유한회사세양지에프,윤태석,제조업,전남 함평군,2018-02-18,
4782,(주)시디알어소시에이츠,김성천,사업서비스업,서울 강남구,2018-02-18,
4783,(주)화인컴일렉스,신순옥,건설업,전남 장성군,2018-02-18,
4784,삼중씨엠텍(주),지상호,제조업,경기 포천시,2018-02-18,
4785,선이인터내셔날(주),장우혁,건설업,서울 마포구,2018-02-19,
4786,(주)예림컴퍼니,이성수,제조업,경기 김포시,2018-02-19,
4787,세원정밀인쇄(주),이승훈,제조업,서울 성동구,2018-02-20,
4788,(주)유신플랜테크,홍석표,건설업,서울 마포구,2018-02-20,
4789,(주)멀티파워텍,이동재,사업서비스업,서울 송파구,2018-02-20,
4790,청수계기,한민흠,제조업,전북 전주시,2018-02-22,
4791,주식회사 케이씨케미칼,남홍철,제조업,대구 달성군,2018-02-22,
4792,(주)농민사랑,부정호,도매및소매업,제주 제주시,2018-02-22,
4793,하이눈정보통신,방호영,건설업,부산 연제구,2018-02-22,
4794,한스패밀리 주식회사,한광,숙박및음식점업,제주 서귀포시,2018-02-22,
4795,삼일주유소,조진호,도매및소매업,제주 제주시,2018-02-22,
4796,(주)이앤티코리아,한지현,도매및소매업,경기 부천시,2018-02-23,
4797,주식회사 우리금속,오광율,제조업,경기 고양시,2018-02-23,
4798,(주)삼우아텍코리아,전정권,제조업,서울 마포구,2018-02-23,
4799,미광조명산업,박종만,제조업,경기 부천시,2018-02-23,
4800,(주)동민테크,신영아,제조업,전북 전주시,2018-02-23,
4801,(주)유광드럼,유 근 원,제조업,전북 익산시,2018-02-23,
4802,한유산업건설(주),한광수,건설업,인천 남구,2018-02-23,
4803,(주)비젼501,김용일,제조업,경기 군포시,2018-02-23,
4804,(주)휴렉스,남궁원,제조업,경기 안산시,2018-02-23,
4805,(주)남일,김형석,제조업,경기 화성군,2018-02-23,
4806,(주)프라이머스코즈,전국진,사업서비스업,경기 용인시,2018-02-23,
4807,주식회사 청진,전영신,제조업,경기 부천시,2018-02-23,
4808,에이치에스푸드(주),최용봉,제조업,경기 안산시,2018-02-23,
4809,(주)일진글로벌,조병상,건설업,인천 서구,2018-02-23,
4810,(유)대부해운,박해진,운수업,경기 안산시,2018-02-23,
